NAME,COMPONENT_ID,ABBREVIATION,EXTERNAL_NAME,BASE_NAME,COMPONENT_TYPE,LAB_DATA_TYPE_C,COMMON_NAME,LOINC_CODE,COMPONENT_SUBTYPE_C,RECORD_STATE,GROUP_TYPE_C,DEFAULT_LOW,DEFAULT_HIGH,DFLT_UNITS,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_LOCATION,454005433,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING CATHODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_LOCATION_1,454005434,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING CATHODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_LOCATION_2,454005435,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING CATHODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_CATHODE_LOCATION_3,454005436,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV PACING CATHODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_POLARITY,454005311,,Lead Channel Setting Pacing Polarity,,,,MDC IDC SET LEADCHNL LV PACING POLARITY,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_PACING_PULSEWIDTH,454005307,,Lead Channel Setting Pacing Pulse Width,,,12,MDC IDC SET LEADCHNL LV PACING PULSEWIDTH,,,,,,,ms,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_ANY_ADAPTATION_MODE,454006399,,"LV_REFRACTORY_AFTER_ANY_ADAPTATION_MODE, VRP Adaptation Mode",,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER ANY ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_ANY_HIGH,454005979,,"LV_REFRACTORY_AFTER_ANY_HIGH, VRP",,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER ANY HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_ANY_LOW,454006189,,"LV_REFRACTORY_AFTER_ANY_LOW, VRP",,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER ANY LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_AP_ADAPTATION_MODE,454006405,,LV refractory interval after AP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER AP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_AP_HIGH,454005985,,LV refractory interval after AP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER AP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_AP_LOW,454006195,,LV refractory interval after AP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER AP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_AS_ADAPTATION_MODE,454006404,,LV refractory interval after AS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER AS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_AS_HIGH,454005984,,LV refractory interval after AS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER AS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_AS_LOW,454006194,,LV refractory interval after AS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER AS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_A_ADAPTATION_MODE,454006403,,LV refractory interval after A,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER A ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_A_HIGH,454005983,,LV refractory interval after A,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER A HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_A_LOW,454006193,,LV refractory interval after A,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER A LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LAP_ADAPTATION_MODE,454006402,,LV refractory interval after LAP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LAP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LAP_HIGH,454005982,,LV refractory interval after LAP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LAP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LAP_LOW,454006192,,LV refractory interval after LAP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LAP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LAS_ADAPTATION_MODE,454006401,,LV refractory interval after LAS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LAS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LAS_HIGH,454005981,,LV refractory interval after LAS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LAS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LAS_LOW,454006191,,LV refractory interval after LAS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LAS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LA_ADAPTATION_MODE,454006400,,LV refractory interval after LA,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LA ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LA_HIGH,454005980,,LV refractory interval after LA,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LA HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LA_LOW,454006190,,LV refractory interval after LA,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LA LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LVP_ADAPTATION_MODE,454006397,,LV refractory interval after LVP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LVP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LVP_HIGH,454005977,,LV refractory interval after LVP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LVP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LVP_LOW,454006187,,LV refractory interval after LVP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LVP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LVS_ADAPTATION_MODE,454006396,,LV refractory interval after LVS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LVS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LVS_HIGH,454005976,,LV refractory interval after LVS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LVS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LVS_LOW,454006186,,LV refractory interval after LVS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LVS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LV_ADAPTATION_MODE,454006395,,LV refractory interval after LV,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LV ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LV_HIGH,454005975,,LV refractory interval after LV,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LV HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_LV_LOW,454006185,,LV refractory interval after LV,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER LV LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_PAC_ADAPTATION_MODE,454006388,,LV refractory interval after PAC,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER PAC ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_PAC_HIGH,454005968,,LV refractory interval after PAC,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER PAC HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_PAC_LOW,454006178,,LV refractory interval after PAC,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER PAC LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_PVC_ADAPTATION_MODE,454006398,,LV refractory interval after PVC,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER PVC ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_PVC_HIGH,454005978,,LV refractory interval after PVC,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER PVC HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_PVC_LOW,454006188,,LV refractory interval after PVC,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER PVC LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RAP_ADAPTATION_MODE,454006387,,LV refractory interval after RAP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RAP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RAP_HIGH,454005967,,LV refractory interval after RAP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RAP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RAP_LOW,454006177,,LV refractory interval after RAP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RAP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RAS_ADAPTATION_MODE,454006386,,LV refractory interval after RAS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RAS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RAS_HIGH,454005966,,LV refractory interval after RAS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RAS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RAS_LOW,454006176,,LV refractory interval after RAS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RAS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RA_ADAPTATION_MODE,454006385,,LV refractory interval after RA,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RA ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RA_HIGH,454005965,,LV refractory interval after RA,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RA HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RA_LOW,454006175,,LV refractory interval after RA,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RA LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RVP_ADAPTATION_MODE,454006394,,LV refractory interval after RVP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RVP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RVP_HIGH,454005974,,LV refractory interval after RVP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RVP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RVP_LOW,454006184,,LV refractory interval after RVP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RVP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RVS_ADAPTATION_MODE,454006393,,LV refractory interval after RVS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RVS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RVS_HIGH,454005973,,LV refractory interval after RVS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RVS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RVS_LOW,454006183,,LV refractory interval after RVS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RVS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RV_ADAPTATION_MODE,454006392,,LV refractory interval after RV,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RV ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RV_HIGH,454005972,,LV refractory interval after RV,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RV HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_RV_LOW,454006182,,LV refractory interval after RV,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER RV LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_VP_ADAPTATION_MODE,454006391,,LV refractory interval after VP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER VP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_VP_HIGH,454005971,,LV refractory interval after VP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER VP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_VP_LOW,454006181,,LV refractory interval after VP,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER VP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_VS_ADAPTATION_MODE,454006390,,LV refractory interval after VS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER VS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_VS_HIGH,454005970,,LV refractory interval after VS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER VS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_VS_LOW,454006180,,LV refractory interval after VS,,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER VS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_V_ADAPTATION_MODE,454006389,,"LV_REFRACTORY_AFTER_V_ADAPTATION_MODE, LVRP Adaptation Mode",,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER V ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_V_HIGH,454005969,,"LV_REFRACTORY_AFTER_V_HIGH, LVRP",,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER V HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_REFRACTORY_AFTER_V_LOW,454006179,,"LV_REFRACTORY_AFTER_V_LOW, LVRP",,,,MDC IDC SET LEADCHNL LV REFRACTORY AFTER V LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ADAPTATION_MODE,454005299,,Lead Channel Setting Sensing Adaptation Mode,,,,MDC IDC SET LEADCHNL LV SENSING ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_ELECTRODE,454005197,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING ANODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_ELECTRODE_1,454005198,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING ANODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_ELECTRODE_2,454005199,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING ANODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_ELECTRODE_3,454005200,,Lead Channel Setting Sensing Anode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING ANODE ELECTRODE 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_LOCATION,454005153,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LV SENSING ANODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_LOCATION_1,454005154,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LV SENSING ANODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_LOCATION_2,454005155,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LV SENSING ANODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_ANODE_LOCATION_3,454005156,,Lead Channel Setting Sensing Anode Location,,,,MDC IDC SET LEADCHNL LV SENSING ANODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_ELECTRODE,454005285,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE ELECTRODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_ELECTRODE_1,454005286,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE ELECTRODE 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_ELECTRODE_2,454005287,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE ELECTRODE 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_ELECTRODE_3,454005288,,Lead Channel Setting Sensing Cathode Terminal,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE ELECTRODE 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_LOCATION,454005241,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE LOCATION,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_LOCATION_1,454005242,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE LOCATION 1,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_LOCATION_2,454005243,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE LOCATION 2,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_CATHODE_LOCATION_3,454005244,,Lead Channel Setting Sensing Cathode Location,,,,MDC IDC SET LEADCHNL LV SENSING CATHODE LOCATION 3,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_POLARITY,454005119,,Lead Channel Setting Sensing Polarity,,,,MDC IDC SET LEADCHNL LV SENSING POLARITY,,,,,,,,,
MDC_IDC_SET_LEADCHNL_LV_SENSING_SENSITIVITY,454005115,,Lead Channel Setting Sensing Sensitivity,,,12,MDC IDC SET LEADCHNL LV SENSING SENSITIVITY,,,,,,,mv,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_ANY_ADAPTATION_MODE,454006315,,MIXED blanking interval after ANY,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER ANY ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_ANY_HIGH,454005895,,MIXED blanking interval after ANY,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER ANY HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_ANY_LOW,454006105,,MIXED blanking interval after ANY,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER ANY LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_AP_ADAPTATION_MODE,454006321,,MIXED blanking interval after AP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER AP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_AP_HIGH,454005901,,MIXED blanking interval after AP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER AP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_AP_LOW,454006111,,MIXED blanking interval after AP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER AP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_AS_ADAPTATION_MODE,454006320,,MIXED blanking interval after AS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER AS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_AS_HIGH,454005900,,MIXED blanking interval after AS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER AS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_AS_LOW,454006110,,MIXED blanking interval after AS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER AS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_A_ADAPTATION_MODE,454006319,,MIXED blanking interval after A,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER A ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_A_HIGH,454005899,,MIXED blanking interval after A,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER A HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_A_LOW,454006109,,MIXED blanking interval after A,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER A LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LAP_ADAPTATION_MODE,454006318,,MIXED blanking interval after LAP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LAP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LAP_HIGH,454005898,,MIXED blanking interval after LAP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LAP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LAP_LOW,454006108,,MIXED blanking interval after LAP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LAP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LAS_ADAPTATION_MODE,454006317,,MIXED blanking interval after LAS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LAS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LAS_HIGH,454005897,,MIXED blanking interval after LAS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LAS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LAS_LOW,454006107,,MIXED blanking interval after LAS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LAS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LA_ADAPTATION_MODE,454006316,,MIXED blanking interval after LA,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LA ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LA_HIGH,454005896,,MIXED blanking interval after LA,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LA HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LA_LOW,454006106,,MIXED blanking interval after LA,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LA LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LVP_ADAPTATION_MODE,454006313,,MIXED blanking interval after LVP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LVP ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LVP_HIGH,454005893,,MIXED blanking interval after LVP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LVP HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LVP_LOW,454006103,,MIXED blanking interval after LVP,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LVP LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LVS_ADAPTATION_MODE,454006312,,MIXED blanking interval after LVS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LVS ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LVS_HIGH,454005892,,MIXED blanking interval after LVS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LVS HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LVS_LOW,454006102,,MIXED blanking interval after LVS,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LVS LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LV_ADAPTATION_MODE,454006311,,MIXED blanking interval after LV,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LV ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LV_HIGH,454005891,,MIXED blanking interval after LV,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LV HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_LV_LOW,454006101,,MIXED blanking interval after LV,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER LV LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_PAC_ADAPTATION_MODE,454006304,,MIXED blanking interval after PAC,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER PAC ADAPTATION MODE,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_PAC_HIGH,454005884,,MIXED blanking interval after PAC,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER PAC HIGH,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_PAC_LOW,454006094,,MIXED blanking interval after PAC,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER PAC LOW,,,,,,,,,
MDC_IDC_SET_LEADCHNL_MIXED_BLANKING_AFTER_PVC_ADAPTATION_MODE,454006314,,MIXED blanking interval after PVC,,,,MDC IDC SET LEADCHNL MIXED BLANKING AFTER PVC ADAPTATION MODE,,,,,,,,,
